Radial distances,Tangential velocities
-100.0,0.23634866282581585
-97.92561684139797,0.2055536734270959
-95.85123368279594,-0.060178291509641074
-93.7768505241939,-0.06058204313042334
-91.70246736559187,-0.4010657709636934
-89.62808420698984,-0.16339123048426396
-87.55370104838781,0.24649495218734774
-85.47931788978578,-0.43348795899962905
-83.40493473118374,0.21919678049524063
-81.33055157258171,-0.1104820076299762
-79.25616841397968,-0.15668011816153216
-77.18178525537765,-0.25428762803865795
-75.10740209677562,-0.054153255314524806
-73.03301893817358,-0.019922131014730754
-70.95863577957155,-0.017476094517981572
-68.88425262096952,0.0885226665818542
-66.80986946236749,0.03929333121864098
-64.73548630376546,-0.58463033093928
-62.66110314516342,-0.46494064473241886
-60.58671998656139,-0.23303622647218813
-58.51233682795936,-0.30650525704996306
-56.43795366935733,0.15525838003447656
-54.363570510755295,-0.6011299234901002
-52.28918735215326,-0.5127585815394211
-50.21480419355123,-0.5220978749418401
-48.1404210349492,-0.2585720057659328
-46.06603787634717,-0.17102830338865532
-43.991654717745135,-0.31735191741770813
-41.9172715591431,-0.06574909534335344
-39.84288840054107,-0.09961146917218394
-37.76850524193904,0.1443626408061917
-35.69412208333701,-0.41380867180600284
-33.619738924734975,-0.579344459729239
-31.545355766132943,-0.34357292606156936
-29.47097260753091,-0.4115516775754175
-27.39658944892888,-0.7866438501813704
-25.322206290326847,-0.7286285546411548
-23.247823131724815,-1.0021793024556649
-21.173439973122782,-0.6927920902655385
-19.09905681452075,-0.9041503149695718
-17.02467365591872,-0.9655916537475215
-14.950290497316686,-1.263285772651153
-12.875907338714654,-1.1389998274638433
-10.801524180112622,-1.4550983337957217
-8.72714102151059,-1.4904491613223532
-6.652757862908558,-1.8306690404191435
-4.578374704306526,-2.8733840468677823
-2.503991545704494,-2.769915693499705
-0.4296083871024621,-0.29445737654811194
1.64477477149957,2.736286024917681
3.719157930101602,3.0038795571018633
5.793541088703634,2.9088585163553407
7.867924247305666,2.056891844024737
9.942307405907698,1.5203949887468202
12.01669056450973,1.62599601925193
14.091073723111762,1.4926418421079524
16.165456881713794,1.2821844427288591
18.239840040315826,1.0055773457892871
20.31422319891786,1.0029009759730079
22.38860635751989,1.1166798667738358
24.462989516121922,1.3188365094584023
26.537372674723954,1.1740419804666202
28.611755833325986,0.6819310928584634
30.686138991928033,1.3843647730034878
32.76052215053005,1.1935219151657082
34.83490530913207,1.1395676299376605
36.909288467734115,0.7990406229978919
38.98367162633616,1.0361201816420014
41.05805478493818,1.3260344516581966
43.1324379435402,0.6002336809023712
45.20682110214224,1.1824765036495963
47.28120426074429,0.8325265927235603
49.35558741934631,1.235216387686763
51.429970577948325,0.8250136750582773
53.50435373655037,0.8226174476857242
55.57873689515242,0.8700465638704591
57.653120053754435,1.7511114490065274
59.72750321235645,1.1906038719141026
61.8018863709585,0.8224978015313362
63.876269529560545,1.4014273382297948
65.95065268816256,1.5805805663655537
68.02503584676458,1.282374005680985
70.09941900536663,0.5591462366268254
72.17380216396867,0.9860985454116125
74.24818532257069,1.2504807119525037
76.32256848117271,0.9124012163395516
78.39695163977476,0.8899921743506842
80.4713347983768,1.9474927181364348
82.54571795697882,0.37327737274781686
84.62010111558084,1.067373436460378
86.69448427418288,1.1956107255599062
88.76886743278493,1.3289674023551494
90.84325059138695,1.175202935732916
92.91763374998897,1.6118851026460348
94.99201690859101,1.1907795907938683
97.06640006719306,1.4151046168813766
99.14078322579508,0.8022408302988133
101.2151663843971,1.368610647015799
