Radial distances,Tangential velocities
-100.0,-1.1860659862044265
-98.81166760718533,-0.8404563782243605
-97.62333521437066,-1.2042004913277369
-96.43500282155598,-1.4046529519932707
-95.24667042874131,-0.46768103291145624
-94.05833803592664,-1.118876493251671
-92.87000564311197,-1.085240221591858
-91.6816732502973,-0.885619199268033
-90.49334085748262,-1.3988454139855855
-89.30500846466795,-1.2567779147723201
-88.11667607185328,-0.9734015120631951
-86.9283436790386,-0.6078785860201911
-85.74001128622393,-0.7543996647956392
-84.55167889340926,-0.7928809300132409
-83.36334650059459,-1.3242670884808865
-82.17501410777992,-1.886578222129542
-80.98668171496524,-1.410432698462454
-79.79834932215057,-1.2830203720836613
-78.6100169293359,-1.3615001937337872
-77.42168453652123,-1.1845589665891652
-76.23335214370655,-1.238970319061311
-75.04501975089188,-1.5201886034766428
-73.85668735807721,-1.1286614669677402
-72.66835496526254,-1.5528286013267376
-71.48002257244787,-1.3231436102705936
-70.29169017963319,-1.0263049767957035
-69.10335778681852,-1.2046534757560168
-67.91502539400385,-1.4904098189820978
-66.72669300118918,-1.564764386296241
-65.5383606083745,-1.4115121143659826
-64.35002821555983,-1.7203397856344662
-63.16169582274516,-1.57250048322694
-61.97336342993049,-1.7435750211600771
-60.785031037115814,-1.075002908140628
-59.59669864430114,-1.1807144119248778
-58.40836625148647,-1.5277559509202383
-57.2200338586718,-1.4418139386880844
-56.031701465857125,-1.516906103879552
-54.84336907304245,-1.6270606364903604
-53.65503668022778,-1.3527781816093665
-52.46670428741311,-1.6952176006760253
-51.278371894598436,-1.6632034680714998
-50.090039501783764,-1.8946197659299515
-48.90170710896909,-1.7582695539217716
-47.71337471615442,-1.8448599970644979
-46.52504232333975,-1.979497613667418
-45.336709930525075,-1.8891920785274119
-44.1483775377104,-2.011466598379255
-42.96004514489573,-1.4400675816840778
-41.77171275208106,-1.6714228971081964
-40.583380359266386,-1.8137165986866497
-39.39504796645171,-2.33501394079446
-38.20671557363704,-1.650088691517223
-37.01838318082237,-2.0979874875999194
-35.830050788007696,-2.112979715466872
-34.641718395193024,-2.603456228607816
-33.45338600237835,-2.9018690040649617
-32.26505360956368,-2.933543651552184
-31.076721216749007,-2.4513771999126215
-29.888388823934335,-2.9836480190197117
-28.700056431119663,-2.285234846782197
-27.51172403830499,-2.489325493736644
-26.323391645490318,-3.3571894327670124
-25.135059252675646,-3.231339901206378
-23.946726859860973,-3.0609818932033015
-22.7583944670463,-3.2766156480538298
-21.57006207423163,-3.7867330939713906
-20.381729681416957,-3.5948364124685024
-19.193397288602284,-3.6450356439388347
-18.005064895787612,-3.833855876251987
-16.81673250297294,-4.385638607504618
-15.628400110158267,-4.824517908385792
-14.440067717343595,-4.718055073527569
-13.251735324528923,-4.8829098004207685
-12.06340293171425,-5.670615390434808
-10.875070538899578,-5.845256025711698
-9.686738146084906,-6.350674825612528
-8.498405753270234,-7.149954195672718
-7.310073360455561,-7.016659651847796
-6.121740967640889,-7.65726680403274
-4.933408574826217,-8.03019252893785
-3.7450761820115446,-7.681427870046886
-2.5567437891968723,-6.070956883058955
-1.3684113963822,-3.0654379643911125
-0.1800790035675277,1.1129875279411163
1.0082533892471446,4.630923400152164
2.196585782061817,6.717556660666977
3.384918174876489,7.135840999136102
4.5732505676911615,7.34139561293609
5.761582960505834,6.502185681689796
6.949915353320506,6.091801048514701
8.138247746135178,5.407666310913591
9.32658013894985,5.044269901151652
