Circulations,Core sizes,Radial distances,Tangential velocities,Delta r,Delta V
402,4.7,"[-100.          -98.75801846  -97.51603692  -96.27405539  -95.03207385
  -93.79009231  -92.54811077  -91.30612923  -90.0641477   -88.82216616
  -87.58018462  -86.33820308  -85.09622154  -83.85424     -82.61225847
  -81.37027693  -80.12829539  -78.88631385  -77.64433231  -76.40235078
  -75.16036924  -73.9183877   -72.67640616  -71.43442462  -70.19244309
  -68.95046155  -67.70848001  -66.46649847  -65.22451693  -63.9825354
  -62.74055386  -61.49857232  -60.25659078  -59.01460924  -57.7726277
  -56.53064617  -55.28866463  -54.04668309  -52.80470155  -51.56272001
  -50.32073848  -49.07875694  -47.8367754   -46.59479386  -45.35281232
  -44.11083079  -42.86884925  -41.62686771  -40.38488617  -39.14290463
  -37.9009231   -36.65894156  -35.41696002  -34.17497848  -32.93299694
  -31.6910154   -30.44903387  -29.20705233  -27.96507079  -26.72308925
  -25.48110771  -24.23912618  -22.99714464  -21.7551631   -20.51318156
  -19.27120002  -18.02921849  -16.78723695  -15.54525541  -14.30327387
  -13.06129233  -11.8193108   -10.57732926   -9.33534772   -8.09336618
   -6.85138464   -5.6094031    -4.36742157   -3.12544003   -1.88345849
   -0.64147695    0.60050459    1.84248612    3.08446766    4.3264492
    5.56843074    6.81041228    8.05239381    9.29437535   10.53635689
   11.77833843   13.02031997   14.2623015    15.50428304   16.74626458
   17.98824612   19.23022766   20.4722092    21.71419073   22.95617227
   24.19815381   25.44013535   26.68211689   27.92409842   29.16607996
   30.4080615    31.65004304   32.89202458   34.13400611   35.37598765
   36.61796919   37.85995073   39.10193227   40.34391381   41.58589534
   42.82787688   44.06985842   45.31183996   46.5538215    47.79580303
   49.03778457   50.27976611   51.52174765   52.76372919   54.00571072
   55.24769226   56.4896738    57.73165534   58.97363688   60.21561841
   61.45759995   62.69958149   63.94156303   65.18354457   66.42552611
   67.66750764   68.90948918   70.15147072   71.39345226   72.6354338
   73.87741533   75.11939687   76.36137841   77.60335995   78.84534149
   80.08732302   81.32930456   82.5712861    83.81326764   85.05524918
   86.29723071   87.53921225   88.78119379   90.02317533   91.26515687
   92.50713841   93.74911994   94.99110148   96.23308302   97.47506456
   98.7170461    99.95902763  101.20100917]","[-0.05164548 -0.78283004 -0.35593884  0.26504823 -0.2161414  -0.54353914
 -0.33804962 -0.52319386 -0.47045463 -0.21105301 -0.60993364 -0.50123674
 -0.77645099 -0.20351187 -0.16099832 -0.89705626 -0.01045815 -0.59466974
 -0.67581285 -0.63058893 -0.70531573 -0.6542838  -0.83964059 -0.97052864
 -0.36011748 -0.49899141 -0.71407735 -0.61923455 -0.87419339 -0.61514017
 -0.84857809 -0.75381125 -0.67494018 -1.07191125 -0.39892494 -1.13864019
 -0.92096953 -0.51559134 -0.56325702 -0.62042439 -1.30873944 -0.52738823
 -0.6325391  -1.31833981 -1.61619047 -1.29125473 -1.08896513 -1.22114149
 -0.97309342 -0.9917839  -1.43124067 -1.37966042 -1.68605943 -1.50081795
 -1.51354423 -1.29967417 -1.73845492 -1.66906923 -2.12333128 -1.9692258
 -2.11406269 -1.85548373 -2.32527979 -2.65799704 -2.94548235 -2.37308143
 -2.95905759 -3.56496523 -3.47073407 -3.79463701 -4.1691949  -4.60452722
 -4.94285817 -5.21976791 -5.82499573 -6.4133403  -6.39777454 -6.58166155
 -6.07416842 -4.05356776 -1.8227932   2.27300115  5.20775156  7.27291511
  7.52590532  6.6646126   6.88974348  6.43488528  5.93461421  5.57449003
  5.39640207  4.38028585  4.45366058  3.61272852  3.65654792  3.58041111
  3.70016004  3.2276876   3.67352036  2.85035417  2.73898275  2.41237464
  2.6096063   2.74709545  2.59313183  2.09158095  2.43282921  2.28278712
  1.7491266   1.72279606  2.34243112  2.20066565  1.86211497  1.93233954
  2.05987774  2.05633778  1.31343906  1.59682168  1.87758364  1.56391679
  1.67322365  1.85659109  1.64651461  1.3670887   1.57547593  1.32720208
  1.31144652  1.55735324  1.6677645   0.81984429  1.77696201  1.23146238
  1.25186788  1.06820174  1.47710611  1.52109333  1.34149935  1.22760016
  1.32060307  1.32636835  0.7456006   1.44100707  1.37635576  0.77477427
  1.72049981  0.67125659  1.28519637  1.39689536  1.10110437  1.44327661
  1.01600667  1.23066602  1.69047232  1.02859149  1.13056787  1.32979916
  0.86611804  1.7127998   1.0957385   1.44293189  1.38454359  1.10749211
  1.38815577]",-0.11881419272710728,0.3222005750497145
593,1.94,"[-100.          -98.48677193  -96.97354385  -95.46031578  -93.94708771
  -92.43385964  -90.92063156  -89.40740349  -87.89417542  -86.38094735
  -84.86771927  -83.3544912   -81.84126313  -80.32803506  -78.81480698
  -77.30157891  -75.78835084  -74.27512277  -72.76189469  -71.24866662
  -69.73543855  -68.22221048  -66.7089824   -65.19575433  -63.68252626
  -62.16929819  -60.65607011  -59.14284204  -57.62961397  -56.1163859
  -54.60315782  -53.08992975  -51.57670168  -50.06347361  -48.55024553
  -47.03701746  -45.52378939  -44.01056132  -42.49733324  -40.98410517
  -39.4708771   -37.95764903  -36.44442095  -34.93119288  -33.41796481
  -31.90473674  -30.39150866  -28.87828059  -27.36505252  -25.85182444
  -24.33859637  -22.8253683   -21.31214023  -19.79891215  -18.28568408
  -16.77245601  -15.25922794  -13.74599986  -12.23277179  -10.71954372
   -9.20631565   -7.69308757   -6.1798595    -4.66663143   -3.15340336
   -1.64017528   -0.12694721    1.38628086    2.89950893    4.41273701
    5.92596508    7.43919315    8.95242122   10.4656493    11.97887737
   13.49210544   15.00533351   16.51856159   18.03178966   19.54501773
   21.0582458    22.57147388   24.08470195   25.59793002   27.11115809
   28.62438617   30.13761424   31.65084231   33.16407038   34.67729846
   36.19052653   37.7037546    39.21698268   40.73021075   42.24343882
   43.75666689   45.26989497   46.78312304   48.29635111   49.80957918
   51.32280726   52.83603533   54.3492634    55.86249147   57.37571955
   58.88894762   60.40217569   61.91540376   63.42863184   64.94185991
   66.45508798   67.96831605   69.48154413   70.9947722    72.50800027
   74.02122834   75.53445642   77.04768449   78.56091256   80.07414063
   81.58736871   83.10059678   84.61382485   86.12705292   87.640281
   89.15350907   90.66673714   92.17996521   93.69319329   95.20642136
   96.71964943   98.2328775    99.74610558  101.25933365]","[ -1.1979925   -0.89193002  -1.08352645  -1.27761814  -1.54732793
  -0.85772635  -1.02153022  -1.2640979   -1.27265695  -1.29551462
  -1.26368024  -1.60352331  -1.09181654  -1.48146904  -1.66728489
  -0.86100958  -1.47755584  -1.29219645  -1.62615736  -1.64578277
  -1.70631509  -1.39418282  -1.26809212  -1.54909093  -1.50198719
  -1.91869601  -1.4401763   -1.63725342  -1.45778593  -1.67468377
  -1.64437027  -1.60191664  -1.97759994  -1.78137896  -2.18834987
  -2.17778906  -2.23025964  -2.10455923  -2.03066142  -2.19053576
  -2.39071857  -2.93545273  -2.70890046  -2.77672184  -3.47381948
  -2.75748193  -3.09728812  -3.55767137  -3.48629718  -3.34177664
  -4.15084027  -4.19379007  -4.28062939  -4.66289723  -5.09241318
  -5.32873976  -6.0456902   -7.00914669  -7.65230076  -8.37242881
  -9.45091824 -11.19492041 -13.88549511 -16.78123079 -20.87595151
 -24.12285629  -7.86803534  21.42020459  22.60533268  18.37359015
  14.74937673  11.90876711  10.38473977   9.06350501   7.72914555
   6.8676031    6.11308971   5.70338657   4.90832595   4.85706245
   4.44042076   4.01770023   3.65311092   4.07164211   3.75477428
   2.94027479   2.78536554   2.61760892   2.55723174   2.93841797
   2.76474106   2.44092113   2.13598593   2.09908776   2.27960633
   1.78213722   2.05573864   1.84298237   1.67860775   1.8194089
   1.83101885   1.89474585   1.74912131   1.7333103    1.57031718
   1.35705989   1.28711228   1.25186221   1.73472996   1.46945733
   1.643527     0.92529056   1.18156412   1.29081044   1.07000707
   1.47937216   1.43022594   1.45448727   0.98144897   0.98173371
   1.11940732   1.5268779    0.98686239   1.13979786   1.27379858
   1.18485496   0.98119464   1.00348175   0.69188988   0.66311857
   0.94028853   0.60015836   1.32321643   1.13683024]",0.19970867271518247,-0.09376138275569942
252,3.41,"[-100.          -98.35148068  -96.70296135  -95.05444203  -93.4059227
  -91.75740338  -90.10888405  -88.46036473  -86.81184541  -85.16332608
  -83.51480676  -81.86628743  -80.21776811  -78.56924878  -76.92072946
  -75.27221014  -73.62369081  -71.97517149  -70.32665216  -68.67813284
  -67.02961351  -65.38109419  -63.73257487  -62.08405554  -60.43553622
  -58.78701689  -57.13849757  -55.48997825  -53.84145892  -52.1929396
  -50.54442027  -48.89590095  -47.24738162  -45.5988623   -43.95034298
  -42.30182365  -40.65330433  -39.004785    -37.35626568  -35.70774635
  -34.05922703  -32.41070771  -30.76218838  -29.11366906  -27.46514973
  -25.81663041  -24.16811108  -22.51959176  -20.87107244  -19.22255311
  -17.57403379  -15.92551446  -14.27699514  -12.62847581  -10.97995649
   -9.33143717   -7.68291784   -6.03439852   -4.38587919   -2.73735987
   -1.08884054    0.55967878    2.2081981     3.85671743    5.50523675
    7.15375608    8.8022754    10.45079473   12.09931405   13.74783337
   15.3963527    17.04487202   18.69339135   20.34191067   21.99042999
   23.63894932   25.28746864   26.93598797   28.58450729   30.23302662
   31.88154594   33.53006526   35.17858459   36.82710391   38.47562324
   40.12414256   41.77266189   43.42118121   45.06970053   46.71821986
   48.36673918   50.01525851   51.66377783   53.31229716   54.96081648
   56.6093358    58.25785513   59.90637445   61.55489378   63.2034131
   64.85193243   66.50045175   68.14897107   69.7974904    71.44600972
   73.09452905   74.74304837   76.3915677    78.04008702   79.68860634
   81.33712567   82.98564499   84.63416432   86.28268364   87.93120297
   89.57972229   91.22824161   92.87676094   94.52528026   96.17379959
   97.82231891   99.47083823  101.11935756]","[-0.25835785  0.15152754 -0.23908181 -0.26127939 -0.22860478 -0.15904382
 -0.49992221 -0.36587104 -0.32014249 -0.17072838 -0.73847542 -0.3108066
 -0.30362007 -0.16911862 -0.5332211  -0.15639476 -0.09412495  0.10366107
 -0.60678668 -0.40272993 -0.61373406 -0.56911639 -0.44819442 -0.40293952
 -0.50098477 -0.57475579 -0.67153646 -0.74567747 -0.61486203 -0.72531735
 -0.75475351 -0.4807696  -1.07507024 -0.68329821 -1.13237173 -0.81794913
 -1.42050526 -1.08204015 -0.84584714 -1.18082449 -0.971173   -1.20851686
 -1.21232513 -1.18996884 -1.09162646 -1.34942059 -1.26512572 -1.50602467
 -1.46758537 -2.34655146 -1.98687501 -1.90686769 -2.90521738 -2.89771766
 -3.17194775 -3.71872541 -4.03367291 -4.73940146 -5.59847389 -5.94059567
 -4.12469083  1.02953319  4.98701703  6.17278326  5.34238433  4.62500201
  4.38719216  3.59492048  3.17245529  3.16397472  2.67967992  2.60834348
  2.18132425  2.10217891  1.64684923  1.88534066  1.35153274  1.32769996
  1.76014989  1.37605043  1.71475171  1.22768306  1.3044383   1.39993966
  1.03401425  1.27115856  1.28204146  0.93717414  0.90853087  1.55440579
  0.99104149  0.81218629  1.26734487  1.43845113  0.83524996  0.94110388
  1.07873264  1.13894497  1.02434083  1.40969317  1.39251342  1.00345025
  1.53240706  1.22703855  1.71214625  0.90069209  1.55762762  1.25142672
  1.20224833  1.56088207  1.24750061  1.67233007  0.99972791  1.57856843
  1.63802789  1.6955254   0.6492098   1.80030116  1.16444001  1.15406164
  1.13818341  0.96657211  0.40657579]",0.25405305195718103,0.1268460423407033
568,4.86,"[-100.          -98.57365874  -97.14731749  -95.72097623  -94.29463498
  -92.86829372  -91.44195246  -90.01561121  -88.58926995  -87.16292869
  -85.73658744  -84.31024618  -82.88390493  -81.45756367  -80.03122241
  -78.60488116  -77.1785399   -75.75219864  -74.32585739  -72.89951613
  -71.47317488  -70.04683362  -68.62049236  -67.19415111  -65.76780985
  -64.34146859  -62.91512734  -61.48878608  -60.06244483  -58.63610357
  -57.20976231  -55.78342106  -54.3570798   -52.93073854  -51.50439729
  -50.07805603  -48.65171478  -47.22537352  -45.79903226  -44.37269101
  -42.94634975  -41.52000849  -40.09366724  -38.66732598  -37.24098473
  -35.81464347  -34.38830221  -32.96196096  -31.5356197   -30.10927844
  -28.68293719  -27.25659593  -25.83025468  -24.40391342  -22.97757216
  -21.55123091  -20.12488965  -18.69854839  -17.27220714  -15.84586588
  -14.41952463  -12.99318337  -11.56684211  -10.14050086   -8.7141596
   -7.28781834   -5.86147709   -4.43513583   -3.00879458   -1.58245332
   -0.15611206    1.27022919    2.69657045    4.12291171    5.54925296
    6.97559422    8.40193547    9.82827673   11.25461799   12.68095924
   14.1073005    15.53364176   16.95998301   18.38632427   19.81266552
   21.23900678   22.66534804   24.09168929   25.51803055   26.94437181
   28.37071306   29.79705432   31.22339557   32.64973683   34.07607809
   35.50241934   36.9287606    38.35510186   39.78144311   41.20778437
   42.63412562   44.06046688   45.48680814   46.91314939   48.33949065
   49.7658319    51.19217316   52.61851442   54.04485567   55.47119693
   56.89753819   58.32387944   59.7502207    61.17656195   62.60290321
   64.02924447   65.45558572   66.88192698   68.30826824   69.73460949
   71.16095075   72.587292     74.01363326   75.43997452   76.86631577
   78.29265703   79.71899829   81.14533954   82.5716808    83.99802205
   85.42436331   86.85070457   88.27704582   89.70338708   91.12972834
   92.55606959   93.98241085   95.4087521    96.83509336   98.26143462
   99.68777587  101.11411713]","[-1.90171211 -1.45488149 -1.52976017 -1.36477224 -1.67766644 -1.5718491
 -1.85270726 -1.6446341  -1.35605972 -1.61296441 -1.59798026 -1.76122041
 -1.40938104 -1.67573321 -2.15523448 -2.03239535 -2.76247342 -1.79046294
 -2.14533327 -1.7100566  -2.18352391 -1.49786809 -2.2606039  -2.31246345
 -2.55697493 -2.22092338 -1.43999092 -2.27265142 -2.02655199 -2.16020289
 -2.32712883 -2.34890197 -2.41170091 -2.20805092 -2.09852885 -2.55028815
 -2.67843669 -2.72192191 -3.28712438 -2.903053   -2.84257068 -2.89527912
 -3.38917496 -3.19739099 -2.90560172 -3.23956515 -3.01892176 -3.38990922
 -3.16482645 -3.37436655 -3.4017517  -4.25574717 -3.88931518 -3.89141372
 -3.9628581  -5.0001373  -4.94147013 -5.2362122  -5.52763803 -6.05448892
 -6.40236044 -6.81390627 -7.59048094 -7.76559368 -8.80887101 -8.90257112
 -9.55708396 -9.35140422 -9.19808835 -6.76439915 -2.42760382  3.54055789
  6.70060482  8.42970831  9.1438436   8.46645688  7.58351425  6.7975979
  5.95954346  6.08800271  4.99603791  4.4177747   4.36004177  4.01978817
  3.93403411  3.8288897   2.86766791  2.99395564  3.02162821  2.56748631
  1.93629868  2.33523784  2.1819716   2.09450633  1.54634705  2.03185652
  1.20987247  1.68222779  1.6865661   1.05100414  1.4838633   1.45313525
  1.37614453  1.11083231  1.39334222  1.15270289  1.46529468  0.89967851
  0.75916008  0.8410793   1.13832694  0.89941096  1.67392271  0.6959602
  0.67628119  0.71374089  0.3195618   1.04857765  0.83585017  0.35888532
  0.55860921  1.03359209  0.07006582  0.51055463  0.52098671  0.03895
  1.02627807  0.27544636  0.41724788  0.32001659  0.65154384  0.30610157
  0.42992844  0.039579    0.80917628  0.58077618  0.78787766  0.71348593
  0.24792448  0.72125275  0.59086667  0.38156751]",0.18137408088995036,-0.645007753271879
422,3.23,"[-100.          -97.42064789  -94.84129579  -92.26194368  -89.68259157
  -87.10323947  -84.52388736  -81.94453525  -79.36518314  -76.78583104
  -74.20647893  -71.62712682  -69.04777472  -66.46842261  -63.8890705
  -61.3097184   -58.73036629  -56.15101418  -53.57166208  -50.99230997
  -48.41295786  -45.83360576  -43.25425365  -40.67490154  -38.09554943
  -35.51619733  -32.93684522  -30.35749311  -27.77814101  -25.1987889
  -22.61943679  -20.04008469  -17.46073258  -14.88138047  -12.30202837
   -9.72267626   -7.14332415   -4.56397204   -1.98461994    0.59473217
    3.17408428    5.75343638    8.33278849   10.9121406    13.4914927
   16.07084481   18.65019692   21.22954902   23.80890113   26.38825324
   28.96760534   31.54695745   34.12630956   36.70566167   39.28501377
   41.86436588   44.44371799   47.02307009   49.6024222    52.18177431
   54.76112641   57.34047852   59.91983063   62.49918273   65.07853484
   67.65788695   70.23723906   72.81659116   75.39594327   77.97529538
   80.55464748   83.13399959   85.7133517    88.2927038    90.87205591
   93.45140802   96.03076012   98.61011223  101.18946434]","[-0.57652913 -0.23347083 -0.26830996 -0.57146224 -0.89068499 -0.88150232
 -0.63375128 -0.43295194 -1.13225006 -0.76401386 -1.18135828 -0.65595017
 -1.20483599 -0.59710826 -0.8113668  -1.07866416 -1.12451731 -0.97947522
 -1.28539419 -1.2694876  -1.81638399 -1.86034366 -1.1105747  -1.6661352
 -1.59030311 -1.15711733 -1.76734849 -2.08071539 -2.58209646 -2.64470074
 -3.03606274 -3.71186533 -3.77334001 -4.14398144 -4.93565646 -5.86086514
 -7.6366552  -9.57799328 -9.94135998  2.52950975 10.84144518  9.17168617
  7.47253452  5.68343551  4.21955607  4.02549346  3.4620665   3.3084358
  3.22819071  2.63908472  2.39253304  2.12287646  2.46581495  2.1470509
  1.85137727  1.58684498  1.92862921  1.24582545  1.25310421  1.56352588
  1.51252689  1.24975291  1.24680911  1.46748741  0.92813737  0.97639071
  1.36747722  0.68944704  1.11870374  0.96541487  1.10073221  1.36924329
  0.63470264  1.17271127  0.54621396  1.36599373  1.18881565  0.90685904
  1.1445303 ]",0.19524534935297433,0.04207589991756308
470,1.77,"[-100.          -98.55972267  -97.11944533  -95.679168    -94.23889066
  -92.79861333  -91.35833599  -89.91805866  -88.47778133  -87.03750399
  -85.59722666  -84.15694932  -82.71667199  -81.27639465  -79.83611732
  -78.39583999  -76.95556265  -75.51528532  -74.07500798  -72.63473065
  -71.19445332  -69.75417598  -68.31389865  -66.87362131  -65.43334398
  -63.99306664  -62.55278931  -61.11251198  -59.67223464  -58.23195731
  -56.79167997  -55.35140264  -53.9111253   -52.47084797  -51.03057064
  -49.5902933   -48.15001597  -46.70973863  -45.2694613   -43.82918396
  -42.38890663  -40.9486293   -39.50835196  -38.06807463  -36.62779729
  -35.18751996  -33.74724262  -32.30696529  -30.86668796  -29.42641062
  -27.98613329  -26.54585595  -25.10557862  -23.66530128  -22.22502395
  -20.78474662  -19.34446928  -17.90419195  -16.46391461  -15.02363728
  -13.58335995  -12.14308261  -10.70280528   -9.26252794   -7.82225061
   -6.38197327   -4.94169594   -3.50141861   -2.06114127   -0.62086394
    0.8194134     2.25969073    3.69996807    5.1402454     6.58052273
    8.02080007    9.4610774    10.90135474   12.34163207   13.78190941
   15.22218674   16.66246407   18.10274141   19.54301874   20.98329608
   22.42357341   23.86385075   25.30412808   26.74440541   28.18468275
   29.62496008   31.06523742   32.50551475   33.94579208   35.38606942
   36.82634675   38.26662409   39.70690142   41.14717876   42.58745609
   44.02773342   45.46801076   46.90828809   48.34856543   49.78884276
   51.2291201    52.66939743   54.10967476   55.5499521    56.99022943
   58.43050677   59.8707841    61.31106144   62.75133877   64.1916161
   65.63189344   67.07217077   68.51244811   69.95272544   71.39300278
   72.83328011   74.27355744   75.71383478   77.15411211   78.59438945
   80.03466678   81.47494412   82.91522145   84.35549878   85.79577612
   87.23605345   88.67633079   90.11660812   91.55688545   92.99716279
   94.43744012   95.87771746   97.31799479   98.75827213  100.19854946]","[ -0.69733968  -0.83578837  -0.81545121  -0.17502716  -0.65708758
  -0.62171233  -1.02939686  -0.54260541  -0.91420107  -0.59080348
  -1.01612799  -1.08830794  -0.51980798  -0.560668    -1.09583882
  -0.91353923  -0.66995515  -0.78932383  -0.85983999  -0.9001532
  -0.97047976  -0.72130777  -0.7152605   -1.05576159  -1.04184711
  -0.76377585  -0.38409277  -1.04119041  -1.12432792  -0.98899046
  -1.13631689  -1.00967072  -1.09651428  -1.35906729  -1.27707321
  -1.49712565  -1.3351257   -1.40917491  -1.09046117  -1.48957852
  -1.42053629  -1.72397967  -1.62764997  -1.42668126  -1.69640126
  -1.92896519  -1.97280889  -1.87975099  -2.16861746  -2.12888167
  -2.72417541  -2.44817782  -2.64228709  -3.15763757  -3.23658715
  -3.21883719  -4.15868835  -3.95772503  -4.3784974   -4.32886658
  -5.21529593  -5.57856135  -6.17708704  -7.62340159  -8.73536957
 -10.37870169 -12.93072939 -16.2314793  -20.34265316 -13.84565811
  15.74476767  21.16929776  16.67049161  13.11833272  10.43729241
   8.89726867   7.79144817   7.22416461   6.06660797   6.22923284
   4.95714219   4.91587693   4.80092847   4.29703491   3.64347017
   3.80498599   3.35528686   2.99608955   3.03201453   2.42960409
   2.73327256   3.08316404   2.74701198   2.51234932   2.09386225
   2.31187549   1.84446865   1.90595679   1.80783625   1.95805114
   1.76559706   1.77065378   1.30252243   1.58397281   1.70024376
   1.72795121   1.55984468   1.32206622   1.56176915   1.11360755
   1.15743666   1.30721424   1.50276149   1.10416689   1.45636891
   0.98371721   1.01810739   1.14237304   1.53095179   1.36340682
   1.0829204    1.51890859   1.4893643    1.58400169   1.00931733
   1.39903015   1.10755169   1.21312869   0.83294902   1.15575071
   1.28433746   1.36390805   1.97191839   1.32296682   0.74435921
   1.30135718   0.97813799   0.69894916   1.18421219   0.71637842]",0.034441501176788104,0.20235834869354646
125,2.37,"[-100.          -98.77266252  -97.54532504  -96.31798756  -95.09065008
  -93.8633126   -92.63597512  -91.40863764  -90.18130017  -88.95396269
  -87.72662521  -86.49928773  -85.27195025  -84.04461277  -82.81727529
  -81.58993781  -80.36260033  -79.13526285  -77.90792537  -76.68058789
  -75.45325041  -74.22591293  -72.99857545  -71.77123797  -70.5439005
  -69.31656302  -68.08922554  -66.86188806  -65.63455058  -64.4072131
  -63.17987562  -61.95253814  -60.72520066  -59.49786318  -58.2705257
  -57.04318822  -55.81585074  -54.58851326  -53.36117578  -52.1338383
  -50.90650083  -49.67916335  -48.45182587  -47.22448839  -45.99715091
  -44.76981343  -43.54247595  -42.31513847  -41.08780099  -39.86046351
  -38.63312603  -37.40578855  -36.17845107  -34.95111359  -33.72377611
  -32.49643863  -31.26910116  -30.04176368  -28.8144262   -27.58708872
  -26.35975124  -25.13241376  -23.90507628  -22.6777388   -21.45040132
  -20.22306384  -18.99572636  -17.76838888  -16.5410514   -15.31371392
  -14.08637644  -12.85903896  -11.63170149  -10.40436401   -9.17702653
   -7.94968905   -6.72235157   -5.49501409   -4.26767661   -3.04033913
   -1.81300165   -0.58566417    0.64167331    1.86901079    3.09634827
    4.32368575    5.55102323    6.77836071    8.00569818    9.23303566
   10.46037314   11.68771062   12.9150481    14.14238558   15.36972306
   16.59706054   17.82439802   19.0517355    20.27907298   21.50641046
   22.73374794   23.96108542   25.1884229    26.41576038   27.64309785
   28.87043533   30.09777281   31.32511029   32.55244777   33.77978525
   35.00712273   36.23446021   37.46179769   38.68913517   39.91647265
   41.14381013   42.37114761   43.59848509   44.82582257   46.05316005
   47.28049752   48.507835     49.73517248   50.96250996   52.18984744
   53.41718492   54.6445224    55.87185988   57.09919736   58.32653484
   59.55387232   60.7812098    62.00854728   63.23588476   64.46322224
   65.69055972   66.91789719   68.14523467   69.37257215   70.59990963
   71.82724711   73.05458459   74.28192207   75.50925955   76.73659703
   77.96393451   79.19127199   80.41860947   81.64594695   82.87328443
   84.10062191   85.32795939   86.55529686   87.78263434   89.00997182
   90.2373093    91.46464678   92.69198426   93.91932174   95.14665922
   96.3739967    97.60133418   98.82867166  100.05600914]","[-0.43906962 -0.33719285 -0.32050885  0.0047798   0.11005831 -0.07129726
 -0.14939589 -0.22759989  0.10216036 -0.03143531  0.4350872  -0.0597229
  0.11355519  0.0412647  -0.3222926   0.14435372 -0.03601469 -0.1534221
 -0.17233863 -0.66510941  0.03050362  0.01983674 -0.08504197 -0.23720118
  0.1764705  -0.1711226  -0.15223291  0.03252598 -0.20776648  0.05456997
  0.16086274  0.11811317 -0.37464032 -0.33684876 -0.13852387 -0.22557746
 -0.11687363 -0.01707301 -0.38044261 -0.22037054 -0.4036845  -0.34107768
 -0.28724117 -0.69436009 -0.56702819 -0.62832542  0.37752842 -0.24921207
 -0.42650642 -0.39951998 -0.47385808 -0.14747049 -0.43086343 -0.54294054
 -0.10798634 -0.4473678  -0.91141468 -0.83557263 -0.72964158 -0.48252017
 -1.11640244 -0.90727052 -0.88853706 -1.40057104 -1.06619197 -0.39529982
 -1.32477467 -1.16412209 -1.30727933 -1.27616472 -1.35982618 -1.62634712
 -1.61561954 -2.12313069 -2.22089994 -2.26303813 -2.75034463 -3.16065529
 -3.31869553 -3.98471826 -3.77699922 -1.08839158  2.35475059  4.26118742
  3.65137665  3.55013125  2.95664364  2.61693644  2.19690277  1.43166372
  1.91678093  2.3604094   1.13181984  1.66779056  1.24771068  1.39960149
  1.6772123   1.5974361   1.15081211  1.11464043  0.79582804  1.07357206
  1.06874346  0.94827734  1.50436521  0.95669669  1.15868876  1.19342984
  1.72632211  1.53160292  0.96582715  1.06806777  1.00903441  1.0217085
  0.88051648  1.64025655  1.05321475  0.92351468  1.44581083  1.24949064
  1.39601645  0.77319588  1.75063337  0.84355707  1.13003856  1.19660226
  0.78633535  1.05168737  0.79959584  1.08550187  0.96893549 -0.01130556
  1.22892586  1.49761245  0.47564452  1.61548562  1.54620673  0.03759582
  1.31235584  1.22666323  0.55259186  1.37058148  0.94116025  1.74834609
  1.21431648  1.46541146  0.90892155  1.05130873  1.02067933  1.24157887
  0.57357667  1.09831666  1.37121664  0.86949029  1.05400179  0.85367317
  0.78644844  1.06174506  1.39631658  1.67851464  1.03117984  0.45486466
  1.19584381  1.41801399]",-0.17941811424667903,0.07666268221450882
