Radial distances,Tangential velocities
-100.0,-0.5162017796370819
-97.39989631568973,-0.6593484121750401
-94.79979263137946,-0.783907557961525
-92.19968894706919,-0.6188114035759055
-89.59958526275892,-0.8574690108988356
-86.99948157844865,-1.1421773141390459
-84.39937789413838,-0.9565422837160158
-81.79927420982811,-0.8267022461430196
-79.19917052551784,-0.8337994497157365
-76.59906684120757,-1.1662880366980586
-73.9989631568973,-1.1018866934770746
-71.39885947258703,-0.714036233131728
-68.79875578827676,-1.3250175148119177
-66.1986521039665,-1.293435665698008
-63.598548419656225,-0.6368677530118108
-60.998444735345956,-1.4575297234993632
-58.398341051035686,-1.2541099533277678
-55.79823736672542,-1.5161546816833922
-53.19813368241515,-0.9900124227083497
-50.59802999810488,-1.5207620444072085
-47.99792631379461,-1.6883098972805004
-45.39782262948434,-1.7121508705226631
-42.79771894517407,-1.7808693309115229
-40.1976152608638,-1.467575751897145
-37.59751157655353,-1.7185535784070824
-34.99740789224326,-2.2653852212458387
-32.39730420793299,-2.194294554851166
-29.79720052362272,-2.4681462649558497
-27.19709683931245,-2.3059508260304065
-24.59699315500218,-2.761155625494121
-21.99688947069191,-2.9480023257680177
-19.396785786381642,-3.7284847817877216
-16.796682102071372,-4.04419904753038
-14.196578417761103,-4.745873007266901
-11.596474733450833,-5.615903643211793
-8.996371049140564,-6.795569979968494
-6.396267364830294,-8.438843039929944
-3.7961636805200243,-11.49643773323126
-1.1960599962097547,-10.241201988326257
1.404043688100515,9.609171274246632
4.0041473724107846,11.513678313024467
6.604251056721054,8.404553097698688
9.204354741031324,6.995884532886905
11.804458425341593,5.320412023314528
14.404562109651863,4.455562823736056
17.004665793962133,3.9901851807064923
19.604769478272402,3.2945214924137844
22.204873162582672,2.9296652639975185
24.80497684689294,2.4267848564148067
27.40508053120321,2.13232527004755
30.00518421551348,1.9365539385834047
32.605287899823736,1.7608217973440705
35.20539158413402,1.766099836084655
37.805495268444304,1.674913419114079
40.40559895275456,1.2102707539040638
43.005702637064815,1.164528487479578
45.6058063213751,0.8982102370952456
48.20591000568538,0.9897324888006438
50.80601368999564,1.075865932998993
53.40611737430589,1.2724652383607675
56.00622105861618,0.933423145782585
58.60632474292646,0.9430745641682343
61.206428427236716,1.1643006744630942
63.80653211154697,1.0283631808331337
66.40663579585726,1.3792479856390927
69.00673948016754,1.0746838853152885
71.6068431644778,0.7758196627759119
74.20694684878805,0.7787469882145427
76.80705053309833,0.7552554150806654
79.40715421740862,0.946772593027309
82.00725790171887,1.2053077267395078
84.60736158602913,1.3554736429567893
87.20746527033941,0.8421753104418171
89.8075689546497,1.25063787374699
92.40767263895995,0.43823135911112665
95.0077763232702,1.3827703914277722
97.60788000758049,0.7780073451120297
100.20798369189077,0.8098280162754677
