Radial distances,Tangential velocities
-100.0,-0.4587062763678792
-97.65103791223402,-0.058318285106833984
-95.30207582446803,-0.6291608177575
-92.95311373670205,-0.7904753485379915
-90.60415164893607,-0.4430836182287209
-88.25518956117008,-1.1056195911464173
-85.9062274734041,-0.44625946421153184
-83.55726538563812,-0.5043391183085294
-81.20830329787213,-0.8837304936838405
-78.85934121010615,-0.8692096907382415
-76.51037912234017,-0.808165449770791
-74.16141703457419,-0.6023615653807921
-71.8124549468082,-0.5442850397754693
-69.46349285904222,-0.5006611978644656
-67.11453077127624,-0.601472074712563
-64.76556868351025,-1.325791206848518
-62.41660659574427,-0.5548521786188096
-60.06764450797829,-0.9635553893295276
-57.7186824202123,-1.1403718816541737
-55.36972033244632,-0.9556189513043384
-53.02075824468034,-0.9543121869034058
-50.671796156914354,-1.274149125080712
-48.32283406914837,-1.1646538817910947
-45.97387198138239,-1.3954611001691228
-43.624909893616405,-1.1599143658578122
-41.27594780585042,-1.6514337411037605
-38.92698571808444,-1.6233112677466437
-36.578023630318455,-1.0475195132991868
-34.22906154255247,-2.011899479759702
-31.88009945478649,-1.7682581760991993
-29.531137367020506,-1.7998066691594599
-27.182175279254523,-2.32095407913378
-24.83321319148854,-2.5817101236080653
-22.484251103722556,-2.8065861444042666
-20.135289015956573,-2.678652116770916
-17.78632692819059,-2.9302600579185385
-15.437364840424607,-3.7882779421121935
-13.088402752658624,-4.282361202699596
-10.73944066489264,-4.9882784470801855
-8.390478577126657,-6.683345414974456
-6.041516489360674,-8.142627105767072
-3.692554401594691,-10.202883727454537
-1.343592313828708,-7.952581045380908
1.0053697739372751,6.928818996102821
3.3543318617032583,10.804237407497826
5.703293949469241,9.251538220564981
8.052256037235225,6.879568662628814
10.401218125001208,6.000725144140496
12.75018021276719,4.397785221121143
15.099142300533174,4.163937969184919
17.448104388299157,3.350037600835405
19.79706647606514,3.2161110050154704
22.146028563831123,2.3804141073674634
24.494990651597107,2.4777006051876542
26.84395273936309,2.4681035350498006
29.192914827129073,2.1237374323214837
31.541876914895056,2.3995154922948245
33.89083900266104,1.9118796745637796
36.23980109042702,1.347091236153853
38.588763178193005,1.5024273498859284
40.93772526595899,1.9152148735633348
43.28668735372497,1.65258779638535
45.635649441490955,1.5651915410304904
47.98461152925694,1.3910279638682699
50.33357361702292,1.1212233243093728
52.682535704788904,1.5442114165308278
55.03149779255489,1.2570728576675687
57.38045988032087,0.779241388907915
59.729421968086854,1.442947566207279
62.07838405585284,1.121261472343071
64.42734614361882,1.2375681796278188
66.7763082313848,1.791817697695613
69.12527031915079,1.4739375187510833
71.47423240691677,1.2137388130662987
73.82319449468275,1.4824255538440652
76.17215658244874,1.1338699459779855
78.52111867021472,1.3807516056726874
80.8700807579807,1.302621660583396
83.21904284574669,1.069540586581412
85.56800493351267,1.7710074103995783
87.91696702127865,1.4766598260553316
90.26592910904463,0.803973389549348
92.61489119681062,0.4217124379026902
94.9638532845766,1.1393591543473773
97.31281537234258,0.9158284245956483
99.66177746010857,1.296521992974696
102.01073954787455,1.2502940713561308
