Radial distances,Tangential velocities
-100.0,-0.603387069860975
-98.32034296045708,-1.020511719174542
-96.64068592091417,-0.37669631767283285
-94.96102888137125,-0.22166412358793364
-93.28137184182833,-0.5872288699549023
-91.60171480228541,-0.23146380433117225
-89.9220577627425,-0.01873847049983702
-88.24240072319958,-0.31422814183659403
-86.56274368365666,-0.5766772291239595
-84.88308664411375,-0.29691405152966577
-83.20342960457083,-0.4271782455627851
-81.52377256502791,-0.5453068587394828
-79.844115525485,-0.6559723971984781
-78.16445848594208,0.22351727183995507
-76.48480144639916,-0.3004341958208116
-74.80514440685624,-0.09912316656834866
-73.12548736731333,-0.03509133944214605
-71.44583032777041,-0.7894921926802547
-69.76617328822749,-0.28507143203513163
-68.08651624868457,-0.3155850978530706
-66.40685920914166,-0.05804169612194971
-64.72720216959874,-0.5134769512341355
-63.04754513005582,0.07848258792235002
-61.367888090512906,-0.15793611912569133
-59.68823105096999,-0.7895448919161682
-58.00857401142707,-0.4842839709099465
-56.328916971884155,-0.1196414930026512
-54.64925993234124,-0.6660509184550072
-52.96960289279832,-0.3514886482499623
-51.289945853255404,-0.2692336027535066
-49.610288813712486,-0.3120491118296624
-47.93063177416957,-0.6472952936645296
-46.25097473462665,-0.4596182850602874
-44.571317695083735,-0.5562394177288049
-42.89166065554082,-1.1193292736929537
-41.2120036159979,-0.8297800714534149
-39.532346576454984,-0.66598397179709
-37.85268953691207,-0.9960710640563838
-36.17303249736915,-0.9340137049330745
-34.49337545782623,-0.7416818308841734
-32.813718418283315,-0.9159157285147347
-31.134061378740398,-0.767855765703363
-29.45440433919748,-0.9616656726513834
-27.774747299654564,-1.208391359748361
-26.095090260111647,-1.076500006181441
-24.41543322056873,-1.4766783214781238
-22.735776181025813,-1.0446986613777214
-21.056119141482895,-1.143246920490983
-19.37646210193998,-0.9348098137644887
-17.69680506239706,-1.4048689345859864
-16.017148022854144,-1.5110293895996623
-14.337490983311227,-2.0126946921813595
-12.65783394376831,-2.0044642524284693
-10.978176904225393,-2.4782929831335436
-9.298519864682476,-2.755663827681086
-7.6188628251395585,-3.4181731951452243
-5.939205785596641,-4.076740191938579
-4.259548746053724,-5.4899970822845985
-2.579891706510807,-6.9396074652055395
-0.90023466696789,-3.965728898115789
0.7794223725750271,6.337187885313706
2.4590794121179442,7.0171319929294285
4.138736451660861,4.897958123773335
5.8183934912037785,4.437927843730765
7.498050530746696,3.546864032473407
9.177707570289613,2.7174383038549177
10.85736460983253,2.4832115244967303
12.537021649375447,2.296783488737659
14.216678688918364,1.3899825372249612
15.896335728461281,1.707376285111488
17.5759927680042,1.26734771464206
19.255649807547115,1.8714211405784926
20.935306847090033,1.3691824725911106
22.61496388663295,1.0378260073085999
24.294620926175867,1.5702403628264874
25.974277965718784,1.139834798565678
27.6539350052617,1.13006171874204
29.333592044804618,1.4792589260189044
31.013249084347535,1.042729304214389
32.69290612389045,0.760345778357769
34.37256316343337,0.6624893293786389
36.05222020297629,1.1874989267413782
37.731877242519204,1.3811667261906186
39.41153428206212,0.6089193384118349
41.09119132160504,0.7202244844528026
42.770848361147955,1.4540446186459146
44.45050540069087,1.7269247831666945
46.13016244023379,1.1026610004641435
47.809819479776706,0.6754208721604228
49.48947651931962,1.5481364468126941
51.16913355886254,1.3543832008666572
52.84879059840546,1.0735051338244979
54.528447637948375,1.3544146205966157
56.20810467749129,1.0604102770140902
57.88776171703421,0.7032538652230278
59.567418756577126,1.2134386442337044
61.24707579612004,1.3719206583602388
62.92673283566296,1.2550026206752225
64.60638987520588,0.7427212263884896
66.2860469147488,0.7823464772942347
67.96570395429171,1.0098612715974082
69.64536099383463,0.9850452545203127
71.32501803337755,1.6192588689370082
73.00467507292046,1.308329928968121
74.68433211246338,0.35113198338227186
76.3639891520063,0.9448531258836017
78.04364619154921,1.274238754127696
79.72330323109213,1.3494494853455181
81.40296027063505,0.9159860722023124
83.08261731017797,1.446958495036555
84.76227434972088,0.7153413514892664
86.4419313892638,0.8560791261643635
88.12158842880672,0.812561160639148
89.80124546834963,1.2006543061917287
91.48090250789255,0.9332227951181481
93.16055954743547,1.4322442510889235
94.84021658697839,1.1669831694983084
96.5198736265213,1.5814789088999208
98.19953066606422,1.083370850835635
99.87918770560714,1.1145441699175098
101.55884474515005,0.5862014795229089
