Radial distances,Tangential velocities
-100.0,-0.42640389894166486
-97.77090338317387,-0.31675146604698523
-95.54180676634775,-0.37281013623033354
-93.31271014952162,-0.3035587243269784
-91.0836135326955,-0.5757249344485466
-88.85451691586937,-1.1537658939473106
-86.62542029904324,-0.6328200503388798
-84.39632368221712,-0.10635026573365405
-82.16722706539099,-0.5710401169826154
-79.93813044856486,-0.89540391601774
-77.70903383173874,-0.5971801774287248
-75.47993721491261,-1.0146042968273155
-73.25084059808648,-0.5844554256371708
-71.02174398126036,-0.7363567062866766
-68.79264736443423,-1.1566718715993305
-66.5635507476081,-0.4280723745801944
-64.33445413078198,-0.6208915644608108
-62.10535751395585,-1.1271608321969373
-59.876260897129725,-1.0852177042868179
-57.6471642803036,-0.8067822944627971
-55.41806766347747,-0.7551958169061046
-53.188971046651346,-0.7920276487996333
-50.95987442982522,-1.3986713946601317
-48.730777812999094,-1.4057278914433993
-46.50168119617297,-1.065183499132852
-44.27258457934684,-0.8379758346176448
-42.043487962520715,-1.0677956887407238
-39.81439134569459,-1.5446090886375201
-37.58529472886846,-0.9540707144104856
-35.356198112042335,-1.2186600093737834
-33.12710149521621,-1.8858900396586045
-30.898004878390083,-1.8674892363071642
-28.668908261563956,-1.6343756387030735
-26.43981164473783,-1.770868853019064
-24.210715027911704,-2.081621978400681
-21.981618411085577,-1.6685332352828148
-19.75252179425945,-2.180544678209171
-17.523425177433325,-2.520114110497666
-15.294328560607198,-2.6656434779787674
-13.065231943781072,-2.9292868556196465
-10.836135326954945,-3.8248785145266044
-8.607038710128819,-3.5723698672256177
-6.377942093302693,-4.482032699112026
-4.148845476476566,-5.194382075606777
-1.91974885965044,-2.6345967050983425
0.3093477571756864,2.136736548869889
2.5384443740018128,4.672514155584886
4.767540990827939,4.791178810455413
6.9966376076540655,3.03554039868643
9.225734224480192,3.3323666785451467
11.454830841306318,2.6989422337930717
13.683927458132445,1.6632476592408398
15.913024074958571,2.400028614306554
18.142120691784697,1.434888177089588
20.371217308610824,1.3013057914203947
22.60031392543695,1.5712080502995884
24.829410542263076,1.1848098262950688
27.058507159089203,1.1861704748884905
29.28760377591533,0.9864593576948817
31.516700392741456,1.05832908957803
33.74579700956758,0.7535430942851157
35.97489362639371,0.9418487605232975
38.203990243219835,0.4296140789704749
40.43308686004596,1.067008268435146
42.66218347687209,0.48102902378313916
44.891280093698214,1.7542853942795624
47.12037671052434,0.3413306391830002
49.349473327350466,0.9800822599590884
51.57856994417659,0.4014017486107071
53.80766656100272,0.2468767512565652
56.036763177828846,0.8023678797827174
58.26585979465497,0.4935125565503511
60.4949564114811,0.9409024739719225
62.724053028307225,0.5550532635168498
64.95314964513335,0.8967602379774122
67.18224626195948,0.38733690269397125
69.4113428787856,0.34976431154371457
71.64043949561173,0.8312562230009912
73.86953611243786,1.4102976061276227
76.09863272926398,1.5336160567075707
78.32772934609011,0.8802042588397623
80.55682596291624,0.47893444117421025
82.78592257974236,1.0604365244447422
85.01501919656849,0.951849191342194
87.24411581339461,0.778119767737383
89.47321243022074,0.7796171071335902
91.70230904704687,1.4507674460878186
93.931405663873,0.9027347091694609
96.16050228069912,1.08703937501747
98.38959889752525,0.23555557086853882
100.61869551435137,0.914306834179754
